TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,pronouns,"Does Deborah like kittens? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Deborah like the opera? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Galina like concerts? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Irina like cloth purses? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Irina like going to the movies? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Larisa like cats? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Larisa like flowers? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Larisa like skirts? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Sarah like hair clips? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Sarah like laser pens? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Sarah like neck scarves? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Trudy like cats? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,pronouns,"Does Viktoria like concerts? It's ___birthday, and I wanted to get her something she'd like.",possessive adjective pronoun,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,her,her,hers,herself,she's,she,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Frank 's suitcase but it's actually___.,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,theirs,theirs,their,it,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was George 's desk but it's actually___.,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,mine,mine,my,it,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was George 's suitcase but it's actually___.,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,he,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Misha 's phone but it's actually___.,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,his,his,he,my,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Misha 's phone but it's actually___.,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,ours,ours,our,he,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Nata 's dog but it's actually___.,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,yours,yours,you,her,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Serge 's cat but it's actually___.,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,his,his,he,my,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Trudy 's laptop but it's actually___.,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,it,,,,,,,,,,,,
CHOICE,possessive pronouns,I thought it was Viktoria 's cat but it's actually___.,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,mine,mine,my,it,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Alice 's phone or is it___?,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,he,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that George 's laptop or is it___?,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,her,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that George 's money or is it___?,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,mine,mine,my,it,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Harold 's money or is it___?___?,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,ours,ours,our,he,she,,,,,,,,,,,
CHOICE,possessive pronouns,Is that John 's dog or is it___?,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,his,his,he,my,him,,,,,,,,,,,
CHOICE,possessive pronouns,Is that John 's laptop or is it___?,possessive pronouns ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,it,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Kelly 's desk or is it___?,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,it,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Misha 's backpack or is it___?,possessive pronouns ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,it,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Nata 's desk or is it___?,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hers,hers,her,he,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Oskar 's phone or is it___?,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,yours,yours,you,her,,,,,,,,,,,,
CHOICE,possessive pronouns,Is that Pavel 's computer or is it___?,possessive pronouns ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,theirs,theirs,their,their,,,,,,,,,,,,
CHOICE,prepositional phrases,"____to get the full benefit of this course, it is essential that you attend all the lectures.",prepositional phrases ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,Owing,In case,Unless,In order,,,,,,,,,,
CHOICE,prepositional phrases,"""Do you have any idea how you will achieve that objective?""
""Yes, I have it all _____.""",prepositional phrases ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,figured for,figured in,figured out,wanted out,,,,,,,,,,
CHOICE,prepositional phrases,She's finally decided that _____ she's going to study much harder.,prepositional phrases ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,from this,now from,from now on,on,,,,,,,,,,
CHOICE,prepositional phrases,What did you think about the book?My interest in the book ____ away as the characters droned on. (fade),prepositional phrases ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faded,faded,failed,fused,forgot,flip,,,,,,,,,,
CHOICE,prepositional phrases,What did you think of the book?My interest in the book ____ away as the characters droned on. (fade),prepositional phrases ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faded,faded,identical,keen,refer,talent,,,,,,,,,,
CHOICE,prepositional phrases,"__ the rain, we went out.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,In spite of,In spite of,Despite of,In spite,,,,,,,,,,,,
CHOICE,prepositional phrases,"___ fire, break glass to sound alarm.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,In case of,In case of,In case,In case with,,,,,,,,,,,,
CHOICE,prepositional phrases,"____ we got there, the store had closed.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,Due to,Owing to,By the time,As far as,,,,,,,,,,
CHOICE,prepositional phrases,"____the rain stopped, it was too late to start the match.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,Due to,Owing to,By the time,As far as,,,,,,,,,,
CHOICE,prepositional phrases,"___, I had a happy childhood.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,On the whole,On the whole,In the whole,By the whole,,,,,,,,,,,,
CHOICE,prepositional phrases,"___, we are impressed with her performance.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,In general,In general,On general,By general,,,,,,,,,,,,
CHOICE,prepositional phrases,A successful government should do its best to maintain the___________of its citizens.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,welfare,welfare,refer,faith,identical,keen,refer,,,,,,,,,
CHOICE,prepositional phrases,"Although she has no____in writing, she decided to be a writer when she learned that writers earn a lot of money.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,talent,talent,refer,faith,identical,keen,refer,,,,,,,,,
CHOICE,prepositional phrases,Can you help me ___?,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in anyway,in anyway,any way,in any way,,,,,,,,,,,,
CHOICE,prepositional phrases,Chris is ill and she must stay___bed for a week.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,Drake is a mechanic. He works___a garage.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,at,at,in,,,,,,,,,,,,,
CHOICE,prepositional phrases,He is ____ of doing the right things correctly.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,capable,capable,refer,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,He is ____ of making the right decisions but he fails often.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,capable,capable,refer,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,He is very ____ on mathematics.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,keen,keen,debated,faith,identical,force,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,His life ____ away shortly after his wife passed.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faded,faded,faith,identical,keen,refer,talent,,,,,,,,,
CHOICE,prepositional phrases,How much money did you spend___the supermarket?,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,at,at,in,,,,,,,,,,,,,
CHOICE,prepositional phrases,I ____ the merits of a popular TV show with my girlfriend.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,debated,debated,faith,identical,keen,refer,talent,,,,,,,,,
CHOICE,prepositional phrases,I _____about the salary with my boss but all my efforts were in vain.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,debated,debated,faith,identical,keen,refer,talent,,,,,,,,,
CHOICE,prepositional phrases,"I am not surprised that he has joined the Parliament, as he has always been__________on politics.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,keen,keen,debated,faith,identical,,,,,,,,,,,
CHOICE,prepositional phrases,I am seeing him in May – ___ in June.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,rather,rather,or rather,in rather,,,,,,,,,,,,
CHOICE,prepositional phrases,I am standing here ___ my colleagues.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in behalf of,in behalf of,on behalf of,on behalf,,,,,,,,,,,,
CHOICE,prepositional phrases,"I have complete____in him, he'll never let us down.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faith,faith,identical,keen,refer,talent,faded,welfare,,,,,,,,
CHOICE,prepositional phrases,I have found this bird___the street.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,I have left my umbrella___the office.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,I have no ____ in physics.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,talent,talent,refer,faith,identical,keen,refer,,,,,,,,,
CHOICE,prepositional phrases,I thought he was ____ but I was wrong.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,capable,capable,debated,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,I was___Loas last year.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,I would rather have coffee __ tea.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,instead of,instead of,instead from,instead by,,,,,,,,,,,,
CHOICE,prepositional phrases,"If you don't know the meaning of a word, you should ____to a dictionary.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,refer,refer,refer,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,If you want to understand the regulation you need to ____ to the written law.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,refer,refer,identical,keen,refer,,,,,,,,,,,
CHOICE,prepositional phrases,It is an absolute scandal that they are kept___prison!,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,out,,,,,,,,,,,,
CHOICE,prepositional phrases,"It seems he is ____ of making the right decisions, but he fails often.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,capable,capable,refer,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,Mark is___the living-room___the moment.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in/at,in/at,at/in,on/in,,,,,,,,,,,,
CHOICE,prepositional phrases,My interest in the book ____ away as the characters droned on.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faded,faded,faith,identical,keen,refer,talent,,,,,,,,,
CHOICE,prepositional phrases,"She didn’t allow her diagnosis discourage her. __, she began to work twice as hard.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,On the contrary,On the contrary,By the contrary,In the contrary,,,,,,,,,,,,
CHOICE,prepositional phrases,"She's_______________of any crime, so the police are always questioning her.","prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,capable,capable,refer,faith,identical,keen,refer,talent,faded,welfare,,,,,,
CHOICE,prepositional phrases,The  _____ of most Syrians living in Syriain 2020 is terrible.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,welfare,welfare,refer,faith,identical,keen,refer,,,,,,,,,
CHOICE,prepositional phrases,The color of the curtains in my living room has_________away.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faded,faded,faith,identical,keen,refer,talent,,,,,,,,,
CHOICE,prepositional phrases,The last war___Europe ended___1945.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in/in,in/in,at/in,in/at,,,,,,,,,,,,
CHOICE,prepositional phrases,There are some tourists___the cafe now.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,under,,,,,,,,,,,,
CHOICE,prepositional phrases,There is nobody___the park at such an early hour.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,over,under,,,,,,,,,,,
CHOICE,prepositional phrases,There is not much snow___the mountains this year.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,These masks are made___our factory.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,They do not have ____ in their government.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,faith,faith,identical,keen,refer,talent,faded,welfare,,,,,,,,
CHOICE,prepositional phrases,This book is ____ to the previous one.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,identical,identical,keen,refer,talent,fade,welfare,,,,,,,,,
CHOICE,prepositional phrases,We solved the problem ___ a new algorithm developed by our engineers.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,by means of,by means of,by means,by means to,,,,,,,,,,,,
CHOICE,prepositional phrases,We spent our last weekend___ in the country.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,What time will we be___town?,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,What time will you be___home?,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,at,at,in,,,,,,,,,,,,,
CHOICE,prepositional phrases,Who is that man sitting___the armchair?,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,You can find this book___our library.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,You can keep your skis ___my garage.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
CHOICE,prepositional phrases,You can read about the fire___today's news.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in,in,at,,,,,,,,,,,,,
